"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"306859907712434176","306858643511443457","52504678","","","2013-02-27 20:14:37 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Nexihime Troy and Abed back from suuuummer!"
"306789753003589632","306789298705948672","92611073","","","2013-02-27 15:35:51 +0000","web","@putuko @vortizhe Mieres, la Comunidad Valenciana de Asturias"
"306751256368672768","306747720788480000","18939115","","","2013-02-27 13:02:53 +0000","web","@vodafone_es DM enviado. Gracias a ti :)"
"306747037796421633","306738773973168128","18939115","","","2013-02-27 12:46:07 +0000","web","@vodafone_es el tema es que ya no estoy con vosotros, así que no veo porque iba a tener ninguna factura vuestra"
"306726287089745921","","","","","2013-02-27 11:23:40 +0000","web","querido @vodafone_es mi factura no puede estar disponible en mi zona privada porque hace más de un mes que me di de baja con vosotros"
"306685202275631104","","","306682474061246465","27783","2013-02-27 08:40:24 +0000","web","RT @limalimon: Ayer hubo newsletter. Laconicum: cohecho, sobres y contabilidad B http://t.co/9zkAlEATa7","http://us4.campaign-archive2.com/?u=bc7f9915ad6c8cab1a782c4a6&id=af9a707e4e"
"306548459438235648","306545380403838977","14779098","","","2013-02-26 23:37:02 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@eltecnomante mira el de ""best questions for Batman"" xD"
"306534417403351040","","","","","2013-02-26 22:41:14 +0000","web","la canción de Community en bucle me da más energías que cualquier discurso de coaching http://t.co/M1ibUKioRx","http://www.youtube.com/watch?v=qEGbjR1Y9Qo"
"306475986495606784","306455877823639552","37880109","","","2013-02-26 18:49:03 +0000","web","@lferna @Zapy91 te lo mandamos enseguida, sorry :S"
"306475715325472768","306453752578183168","57300220","","","2013-02-26 18:47:59 +0000","web","@Zapy91 @betabeersAST @lferna Sí, búscame que no hay muchos brenes en asturias :P"
"306475559976853506","","","","","2013-02-26 18:47:22 +0000","web","volver a casa lloviendo sin paraguas parece una buena manera de celebrar la salida de este constipado"
"306453470758727680","306452520253931521","57300220","","","2013-02-26 17:19:35 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Zapy91 @betabeersAST eso espero :-P  Alguien nos contactó por mail para dar una charla"
"306452221913100288","306446213484531712","57300220","","","2013-02-26 17:14:37 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Zapy91 ya estamos preparando una en simplelogica :-) @betabeersAST"
"306381869434429442","","","","","2013-02-26 12:35:04 +0000","web","Twitter, Claude Shannon y teoría de la información (posiblemente el mejor what if que he leido) http://t.co/WrAlYKRzx8 via @antarticonorte","http://what-if.xkcd.com/34/"
