"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"107187407752921090","","","107172796492283905","5274241","2011-08-26 20:27:24 +0000","web","RT @redlog: ""We may be studying American behaviors, not human behaviors."" --John Kelly, Morningside Analytics, on internet research. #we ..."
"107092254275018752","","","107088506089775107","14595061","2011-08-26 14:09:17 +0000","web","RT @ChrisDiehl: ?What's your fucking question?"" Skipping problem definition and appealing to big data magic. http://j.mp/pgqf0K (via @dg ..."
"106372711516880896","","","106001099328196608","23467560","2011-08-24 14:30:05 +0000","web","RT @blogCACM: Bertrand Meyer discusses the ""nastiness problem"" in computer science, such as negative reviewers: http://t.co/XR4Cpvf","http://bit.ly/pMXQwM"
"105220425486831616","","","105188295792799744","237738266","2011-08-21 10:11:18 +0000","web","RT @tafanor: Useful for non-native English researchers :) The Academic #Phrasebank: http://t.co/q9ihEbw","http://www.phrasebank.manchester.ac.uk"
"104285107682148352","","","","","2011-08-18 20:14:41 +0000","web","""Is it time for a retraction index?"" by Retraction Watch http://t.co/pDfI3Rd","http://retractionwatch.wordpress.com/2011/08/11/is-it-time-for-a-retraction-index/"
"104284841134133248","","","95492570238550016","19395039","2011-08-18 20:13:38 +0000","web","RT @armarcus: The period table of irrational nonsense: http://t.co/zA86wnk","http://www.crispian.net/PTIR/Nonsense.html"
"104235973348569089","104235735657361408","15174283","","","2011-08-18 16:59:27 +0000","web","@ylogico Pues entonces vas a tener que pagar :("
"104235137276968960","104234878735884288","15174283","","","2011-08-18 16:56:07 +0000","web","@ylogico ?A la hora del caf?? }:-) (Un caf? laaaargo)"
"104234453794160640","104223439287619584","15174283","","","2011-08-18 16:53:25 +0000","web","@ylogico Te dijeron lo del cambio de direcci?n una vez ten?as hecho el nuevo, ?verdad? :)"
"103742471422488576","103724357423087616","8187782","","","2011-08-17 08:18:27 +0000","web","@ClareJHooper I think you may refer this paper ""Gender and Computing Conference Papers"": http://t.co/iiqcvKv","http://cacm.acm.org/magazines/2011/8/114945-gender-and-computing-conference-papers/fulltext"
"103582775243833344","","","103575705299845120","249661913","2011-08-16 21:43:52 +0000","web","RT @julian_urbano: ""A letter from the frustrated author of a journal paper"" http://t.co/sDihVWB #science","http://bit.ly/pSZfUC"
"103464007435948032","","","103308276946571264","50778320","2011-08-16 13:51:56 +0000","web","RT @Sheril_: What Scientists Really Mean http://t.co/usK4XFi (via Sarkis Dallakian on Google+)","http://bit.ly/cVEHr0"
"103134151175184384","","","103133525909319680","10695152","2011-08-15 16:01:12 +0000","web","RT @lemire: The Web is killing database systems http://t.co/AmTyKnC","http://lemire.me/blog/archives/2011/08/15/the-web-is-killing-database-systems/"
"103098513335914496","","","103097746109632512","12014302","2011-08-15 13:39:35 +0000","web","RT @ndiakopoulos: What would be the analogue to ""twins separated at birth"" for social systems research? We need that."
"101986461951344640","","","","","2011-08-12 12:00:42 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","My followers live in the U.S. (25.6%), Spain (24.4%) & the U.K. (8.4%) [top 3]. Find yours at http://t.co/CnFUmbx","http://twocation.com/"
"101986199031390208","","","101888039978151936","12014302","2011-08-12 11:59:39 +0000","web","RT @ndiakopoulos: What are the limits of culturomics and google n-gram; A criticism from a historian: http://t.co/wS6sVpv","http://www.miller-mccune.com/media/culturomics-an-idea-whose-time-has-come-34742/"
"101985850002378752","","","","","2011-08-12 11:58:16 +0000","<a href=""http://www.twocation.com/"" rel=""nofollow"">Twocation</a>","My followers live in the U.S. (25.6%), Spain (24.4%) & the U.K. (8.4%) [top 3]. Find yours at http://twocation.com/"
"101788353082556416","101776104427229184","14717846","","","2011-08-11 22:53:29 +0000","web","@miguelrios ""gr?fico de sectores"", ""gr?fico circular"" o si es un contexto informal ""gr?fico de tarta"" (no recomendar?a este ?ltimo)"
"101561150579294208","","","101440169164537856","136443834","2011-08-11 07:50:39 +0000","web","RT @Gallagher_Brian: MT @Katie_PhD How people in science see each other http://t.co/W7wo2ut","http://twitpic.com/63lcfq"
"98894326427426816","","","","","2011-08-03 23:13:39 +0000","web","""This reeks. I bet you're a [...] Scientist. If there is a message, it's unlikely it will reach anyone."" http://t.co/OgNouzk XD, via @lemire","http://www.blablameter.com/"
"98827140451139584","","","98807284230127616","14065835","2011-08-03 18:46:41 +0000","web","RT @mstrohm: Content disputes in wikipedia reflect geopolitical instability http://t.co/b6R1CGe","http://1.usa.gov/qPBldU"
"98501264203186176","","","98499596342394880","41841330","2011-08-02 21:11:46 +0000","web","RT @orgnet: Mining the Web for the ""Voice of the Herd"" to Track Stock Market Bubbles -- http://t.co/6uq31aN","http://bit.ly/o3Lr9R"
"98402048676077568","","","98398103274668032","3183721","2011-08-02 14:37:31 +0000","web","RT @gilgul: Our latest study on the Twitter audiences of major news accounts. Analysis + visualization - http://t.co/CU9542s","http://bit.ly/p5ojck"
"98049003219980288","","","98044542686732290","10695152","2011-08-01 15:14:38 +0000","web","RT @lemire: Scientists are communists http://t.co/WqW63Fk","http://lemire.me/blog/archives/2011/08/01/scientists-are-communists/"
"97937883557658624","","","97876136079540225","15937226","2011-08-01 07:53:05 +0000","web","RT @dtunkelang: Nice NYT article on scientists' confirmation bias -- also see my post http://bit.ly/krSWIc at #thenoisychannel http://ln ..."
